"","fvegHW90mask","aetfeb_90m","cwdfeb_90m","pptfeb_90m","pptdjf_90m","pptjja_90m","tmnfeb_90m","tmxfeb_90m","tmxjja_90m","tmndjf_90m","longitude","latitude"
"77",15,37.6176986694336,0,201.405303955078,206.365295410156,6.2487998008728,3.08270001411438,13.2236995697021,31.1119003295898,2.85669994354248,-72684.3229836,99323.8100115
"78",15,37.6176986694336,0,201.405303955078,206.365295410156,6.2487998008728,3.08270001411438,13.2236995697021,31.1119003295898,2.85669994354248,-72684.3229836,99323.8100115
"79",2,38.6012992858887,0,119.447998046875,121.487602233887,2.4818000793457,4.05700016021729,14.4746999740601,32.2186012268066,3.57870006561279,-194487.713568,92721.9603803
"80",2,38.6012992858887,0,119.447998046875,121.487602233887,2.4818000793457,4.05700016021729,14.4746999740601,32.2186012268066,3.57870006561279,-194487.713568,92721.9603803
"81",2,38.6012992858887,0,119.447998046875,121.487602233887,2.4818000793457,4.05700016021729,14.4746999740601,32.2186012268066,3.57870006561279,-194487.713568,92721.9603803
"82",2,38.6012992858887,0,119.447998046875,121.487602233887,2.4818000793457,4.05700016021729,14.4746999740601,32.2186012268066,3.57870006561279,-194487.713568,92721.9603803
"83",2,38.6012992858887,0,119.447998046875,121.487602233887,2.4818000793457,4.05700016021729,14.4746999740601,32.2186012268066,3.57870006561279,-194487.713568,92721.9603803
"84",2,38.6012992858887,0,119.447998046875,121.487602233887,2.4818000793457,4.05700016021729,14.4746999740601,32.2186012268066,3.57870006561279,-194487.713568,92721.9603803
"85",2,38.6012992858887,0,119.447998046875,121.487602233887,2.4818000793457,4.05700016021729,14.4746999740601,32.2186012268066,3.57870006561279,-194487.713568,92721.9603803
"86",15,41.0717010498047,0,137.610702514648,135.690002441406,3.30859994888306,4.8253002166748,15.2412996292114,32.6176986694336,3.75399994850159,-82072.2233723,90238.5999913
"87",15,41.0717010498047,0,137.610702514648,135.690002441406,3.30859994888306,4.8253002166748,15.2412996292114,32.6176986694336,3.75399994850159,-82072.2233723,90238.5999913
"88",15,41.0717010498047,0,137.610702514648,135.690002441406,3.30859994888306,4.8253002166748,15.2412996292114,32.6176986694336,3.75399994850159,-82072.2233723,90238.5999913
"89",15,41.2696990966797,0,138.316696166992,136.859298706055,3.3610999584198,4.76399993896484,15.1909999847412,32.5663986206055,3.70219993591309,-79984.0973121,89120.9058944
